fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,stars,price,kcal,age,production volume,sediment volume,opacity,magnesium oxide,total potassium
5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,3.22,0.95,11.6,5.0,14.8536731081813,171.4551402976054,1.7858610393576397,50375.34112713371,9.581408195651129,0.09965426120557644,49.67596699594663,101.8423586004688
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,5.0,20.059711127077765,191.24096863638295,1.988038638125962,50757.09642991237,9.792229840676795,0.09985295587516896,46.837852371725944,102.52588704671389
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,5.0,16.325755340648744,177.0451917947786,1.8171702184141678,51153.08635825886,11.04532588893949,0.1019074686211828,52.127638499920224,100.25065410435776
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,5.0,12.821152676892773,178.51770049619722,2.0333198104805597,49501.49031495604,9.777972094646863,0.10008708176622831,48.786929637114255,97.54907570620469
5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36,11.8,5.0,19.1258065225702,236.8012068367359,1.8863588628329284,50483.58656372779,10.0345764663001,0.10073538740348366,50.47631015201686,102.41181702677487
6.4,0.32,0.35,4.8,0.03,34.0,101.0,0.9912,3.36,0.6,12.5,5.0,11.882919027723897,198.26546011494455,2.1122967065959646,49949.61033684,11.00728473786608,0.10152309327366292,51.42290253634245,98.55407118524701
8.1,0.17,0.44,14.1,0.053,43.0,145.0,1.0006,3.28,0.75,8.8,5.0,19.251586614970005,228.42494733475743,1.932520954080058,49073.8626346131,9.6274430118507,0.0988604535469911,48.350409871102556,94.71516177254716
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,5.0,14.957391036771257,205.68270894285587,1.9475880139347195,48519.134561785526,10.158582032068677,0.09815763031843319,49.509885995211,100.96705982674506
6.7,0.26,0.39,1.1,0.04,45.0,147.0,0.9935,3.32,0.58,9.6,5.0,17.331284585159324,207.82335575153445,1.919580836616727,49019.24099516014,10.271028014386065,0.10140333468485654,49.40718740621409,102.14123182492249
6.8,0.22,0.31,6.9,0.037,33.0,121.0,0.99176,3.02,0.39,11.9,5.0,8.092661263718306,153.66285177782288,2.076919254370617,49444.537841686804,9.596714387495453,0.10079370403484003,46.77522392258685,96.77976057231162
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,5.0,17.167229205638876,213.4243356461868,2.1001958964706637,51090.953887628915,10.02592207787804,0.1006654179858263,46.705201389414356,100.70779720585263
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,5.0,14.309272218879368,178.61156931759365,1.9206242149736084,49296.72031067703,10.138681711909637,0.10005146074975103,46.084151570700904,98.65729545359947
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,5.0,17.968507336792978,213.2584377169156,2.0694499679039327,50608.27179554819,10.59234815030574,0.09959362833943697,48.94513926906949,101.48354832555228
7.4,0.4,0.29,5.4,0.044,31.0,122.0,0.994,3.3,0.5,11.1,5.0,17.655488683814134,207.04737142003458,1.9375067025674897,50925.06209362974,9.995845796821072,0.10154920291325589,53.35183397930549,101.69997960223395
6.2,0.66,0.48,1.2,0.029,29.0,75.0,0.9892,3.33,0.39,12.8,5.0,14.917059225993368,193.81570484782117,2.060459704770194,50842.025127417386,10.14927048516533,0.09938020852732365,48.098535704035534,103.0935939146382
6.5,0.3,0.27,4.0,0.038,37.0,97.0,0.99026,3.2,0.6,12.6,5.0,13.702223619653978,168.4560021558251,1.9275867458738754,49660.37196596578,9.311596885017481,0.10109510548878413,47.432155153720466,101.26192138439993
6.4,0.32,0.25,5.0,0.055,28.0,138.0,0.99171,3.27,0.5,12.4,5.0,13.428629217683424,196.1901402746158,1.8808214011617896,50969.73904819611,9.0606937571231,0.10115168091790049,49.78176895740049,98.92475376002803
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,5.0,20.338623232875726,215.2973284298907,1.9368409437309053,49806.08530919346,10.937035543995313,0.09992273840799301,48.715960790488054,97.10548832347789
6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,5.0,9.896037356802758,189.20631769563482,2.178003076382001,48572.69863748163,10.961964619965242,0.09914579905895492,50.59656281203035,96.32828173906339
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,5.0,19.111794828497853,213.33679256355367,2.127008366019552,51171.14067028564,9.268936885555046,0.10093595665363211,49.774643517663804,100.41352817610851
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,5.0,19.15982014958236,221.22700777108287,2.1020538684452035,48880.63190271292,9.798266406016793,0.0994950494147294,47.151728045285736,98.40942132877913
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,5.0,16.6417839833574,194.893986035365,2.2158433831865394,50179.307023038506,9.474123211578423,0.10137673549509776,52.37835156809324,99.66551030788783
10.3,0.32,0.45,6.4,0.073,5.0,13.0,0.9976,3.23,0.82,12.6,5.0,14.824146055912758,217.87036290100497,2.179615674310478,50131.463180277286,9.503598704056571,0.10133148294296741,55.00188880988695,99.73513629712491
5.4,0.45,0.27,6.4,0.033,20.0,102.0,0.98944,3.22,0.27,13.4,5.0,8.736566131860783,140.31266916167556,1.9374335716405682,49010.98461762179,10.090520726556417,0.1014050358253053,48.40420861160406,99.53704342017416
7.8,0.29,0.36,7.0,0.042,38.0,161.0,0.9941,3.26,0.37,11.2,5.0,14.814543283013206,195.10169862290118,2.04111366007515,48832.193776078755,9.508543369475266,0.09987415314877228,50.013927610234084,99.1778590660868
5.8,0.21,0.32,1.6,0.045,38.0,95.0,0.98946,3.23,0.94,12.4,5.0,9.910757948088712,169.5005291560347,1.8659738351089463,49956.7743438989,10.116388411238672,0.09803097241297239,47.87937200653479,99.95016970190804
6.7,0.28,0.31,7.4,0.041,7.0,81.0,0.99254,3.04,0.47,11.4,5.0,19.52863539261371,213.2651584998547,2.1365950166577785,51474.83815923969,10.215893232389872,0.09940628470098706,50.48161024635236,101.44381134487344
6.9,0.15,0.28,4.4,0.029,14.0,107.0,0.99347,3.24,0.46,10.4,5.0,5.537781237106934,188.6310177333915,2.1607824022961224,51828.82486225402,10.286404374361538,0.09906990969079396,51.714233335367595,100.2926181451882
5.6,0.21,0.4,1.3,0.041,81.0,147.0,0.9901,3.22,0.95,11.6,5.0,21.183438928113016,203.5961760162963,1.9213823590613457,49696.7726812131,9.110043707355956,0.10006274330017526,50.76825866811047,101.34555677561353
6.0,0.25,0.28,2.2,0.026,54.0,126.0,0.9898,3.43,0.65,12.9,5.0,18.12437033095,206.02568240839852,2.0641960153091006,49236.645059622446,9.808994756313588,0.10088087684107759,49.248862385459155,101.39162781164909
4.9,0.33,0.31,1.2,0.016,39.0,150.0,0.98713,3.33,0.59,14.0,5.0,12.5277299393522,172.95968348566566,2.1760494266009123,50205.77169883632,10.48839692754696,0.10012278991926275,47.17662154840312,101.14218506526089
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,5.0,10.825147854691306,196.69385536500886,1.9904011020222485,48079.9990366963,9.995025229291448,0.10040932459304751,52.67763299105335,99.90258643408389
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,5.0,13.860340531714733,244.20625553593277,2.003730936076801,49014.11075095636,9.804292695345273,0.10049147900939387,51.786501653072904,100.139642072459
5.2,0.3,0.34,1.5,0.038,18.0,96.0,0.98942,3.56,0.48,13.0,5.0,19.239190324701276,203.9012046493293,2.0191322406733874,48513.52434942314,9.711859940287997,0.10098177410506566,49.101537491298274,102.69263562215083
5.5,0.49,0.03,1.8,0.044,28.0,87.0,0.9908,3.5,0.82,14.0,5.0,15.04233674726186,198.35692490823942,2.099572431728776,50627.06506061039,9.820218839176302,0.0991331470646573,48.27347573712701,96.9257798985068
7.4,0.36,0.3,1.8,0.074,17.0,24.0,0.99419,3.24,0.7,11.4,5.0,15.031101847714567,195.81109200820416,2.058139464793958,50272.97495642629,9.72908674059963,0.10039992115285949,49.73674779437618,100.05226190243523
5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,5.0,17.318065491447523,223.53542912658787,1.9717040926375078,49159.56815502845,10.66244996487051,0.10106987857928458,46.30266336441672,100.75969810505804
5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,5.0,14.396709851565067,200.28083944406987,2.077097296759952,48054.31802213111,9.642155175844922,0.10185870964970734,50.672846789594665,99.54423359844718
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,5.0,12.74438447737709,179.64435266700224,1.966499388378735,49786.93087027344,10.65337602441007,0.10079338807603308,46.24251272164618,98.70972561652366
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.33,11.6,5.0,12.928599198579805,204.85843691194154,2.046188074975812,50985.609852291054,10.746712813533566,0.1006980793180818,49.152224120659675,100.30817111502229
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,5.0,18.058093596115,192.33715531740427,1.964942205027909,49030.103090354045,9.364465916440455,0.10044436234052309,52.522999021588134,96.65148036243775
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,5.0,13.032690454212986,236.05392873836777,2.0820820677266183,51000.056979357265,10.296724137612701,0.10063393416903321,51.699123559842185,99.9881794975425
6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,5.0,15.814939115887196,207.61472572829766,2.014461372262815,48719.998831701196,10.388601847692579,0.10009150620156888,48.43681894848173,100.46966599762875
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,5.0,11.507307388450098,193.64522157735996,1.954791298499072,50881.30202973763,10.158600551590132,0.09984584936483569,49.30331795189349,101.71425036827837
6.6,0.16,0.36,1.1,0.031,27.0,93.0,0.98884,3.23,0.34,13.2,5.0,10.21449031097427,214.28671691686307,2.002234890162423,50760.362099257865,9.70978151206667,0.09829018465380548,53.352989264335804,99.94110455004893
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,5.0,16.90547524105817,208.74426417901603,1.9282929080100502,48669.01390980078,9.650923897562222,0.09926231141859926,50.40383889676489,100.7120973061203
7.3,0.19,0.27,13.9,0.057,45.0,155.0,0.99807,2.94,0.41,8.8,5.0,17.739398146475118,166.6330884383637,1.8430686547711015,48917.386129232014,9.520601405309513,0.10299381758471614,47.81638188091414,98.49362441081574
7.0,0.17,0.36,6.4,0.055,42.0,123.0,0.99318,3.11,0.5,11.0,5.0,12.397721781453917,192.31219577001715,1.9409839124143549,52983.345657742466,9.933841677176117,0.09943450489931258,48.56067523708478,102.92240137718454
6.1,0.31,0.37,8.4,0.031,70.0,170.0,0.9934,3.42,0.4,11.7,5.0,14.809479626705208,181.61335431832813,2.1208830175161375,49018.31682246453,10.191098872961689,0.09866035395580743,48.985159997684896,97.14452074424986
7.2,0.26,0.44,7.1,0.027,25.0,126.0,0.993,3.02,0.34,11.1,5.0,12.270204715767537,181.41851454951734,2.033604756492025,49296.2082848588,10.257948629208524,0.09930437536559117,49.075043878329154,96.77188921280326
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,5.0,15.200115893534697,203.35298059774559,1.8394131608810353,49329.519746765625,10.444448067529645,0.10016909175635423,53.6252208711168,100.60912439552456
5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,5.0,12.083077514271341,198.04440397899896,2.1023013697394277,50860.58395946472,9.647100211781515,0.10138297107424846,48.008043541449325,99.32080605391391
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.33,11.6,5.0,12.591091380518385,219.56791256394496,2.1297473083336502,50961.24152596469,9.624578985598188,0.09966971232996588,49.85841975588097,101.93126622457571
6.8,0.24,0.4,1.8,0.047,34.0,105.0,0.99,3.13,0.49,12.8,5.0,16.588018371643752,222.77800834325313,1.846615611972276,49125.740004463594,10.337535171234588,0.10042181772300697,51.606164674298995,101.08160300581517
7.0,0.15,0.38,2.2,0.047,33.0,96.0,0.9928,3.13,0.39,10.4,5.0,16.690213472265242,204.94989329441498,1.9608795094098939,50740.04643212372,10.41496162033788,0.1017178288333506,51.48663055015941,100.08652399186495
5.2,0.44,0.04,1.4,0.036,43.0,119.0,0.9894,3.36,0.33,12.1,5.0,17.21168597900994,164.81850507775638,2.0211087150331557,49741.67179957903,10.023227368993028,0.10187004744709778,47.4762508584451,99.39139554035016
7.5,0.42,0.34,4.3,0.04,34.0,108.0,0.99155,3.14,0.45,12.8,5.0,12.789051056243729,189.8775408258061,2.0332486154562557,49336.258305466574,10.08397914108977,0.09916197766199857,51.24295735610606,103.1849316550005
6.7,0.24,0.3,3.85,0.042,105.0,179.0,0.99189,3.04,0.59,11.3,5.0,18.376639403702463,179.91379658585137,1.9524903890411887,48586.20868904241,9.65784165599645,0.10149194954808219,51.48275423463949,101.43764239233307
9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,5.0,16.352174960955413,200.07809679203962,2.0534205905291474,49169.13798863824,9.966297157107874,0.09959873130076294,51.046783450850356,102.62678371087155
8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,5.0,13.745707957833687,161.2377361873718,2.0140804317113408,50259.04882160947,9.771757891415394,0.09923307627503285,50.92783064965136,97.95951346085359
6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,5.0,22.265800064580716,218.70002371625372,1.954108654545077,49547.38305832269,9.771842368369153,0.09976586232250868,48.18807422454622,98.03670695295057
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.99508,3.17,0.38,10.4,5.0,15.433526016381593,181.54430303885573,1.83845121568279,51647.260765942585,10.05499534013531,0.09908064309888563,51.79431842146505,101.467331596567
6.0,0.25,0.28,2.2,0.026,54.0,126.0,0.9898,3.43,0.65,12.9,5.0,14.504361890650896,190.73897616464578,1.8034281683795803,48800.12771471989,10.284526409914005,0.10215418305477947,47.20700799372667,98.47473516923851
5.3,0.24,0.33,1.3,0.033,25.0,97.0,0.9906,3.59,0.38,11.0,5.0,10.249132102870977,202.12587724552537,2.1816113246858393,51046.76165175768,10.465279443232449,0.10115938325685284,49.714705347808014,101.06068015258585
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,5.0,10.703377566726619,203.43904421826886,1.8441115013115057,49268.27644442943,10.479147379724827,0.09946752277794585,52.689750104480396,99.20468067524183
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,5.0,15.033146121385139,201.7580902122478,2.047677648413151,49314.15739665759,10.004143416337541,0.10135712774311373,48.71933999874365,102.20302802850554
6.8,0.37,0.28,1.9,0.024,64.0,106.0,0.98993,3.45,0.6,12.6,5.0,14.112044952188956,223.97784293226485,2.1199599532283924,49164.983107686785,9.588452654000482,0.09967385213155007,46.17451380398806,101.51562317994215
7.9,0.35,0.46,3.6,0.078,15.0,37.0,0.9973,3.35,0.86,12.8,5.0,14.917274429486662,199.0767728303488,1.9865575631872565,49161.52964485486,10.088032233886116,0.10155036975021602,49.90688048847965,99.89878115366308
6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,5.0,14.585110423654083,179.09882239700192,2.0168921044872965,51298.946512661285,10.194605747957976,0.09924626119587845,49.38211943691012,100.19425600781484
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,5.0,18.88108739021667,212.86917004477982,2.1227290422191616,49436.467165142145,9.935470075864384,0.10106127153712566,49.46349325281814,102.00635114824829
5.3,0.3,0.16,4.2,0.029,37.0,100.0,0.9905,3.3,0.36,11.8,5.0,14.893713206176336,199.76137288984177,1.989290924878469,49606.409695651106,9.317989016083876,0.09926081793839084,51.361978781602566,102.10938161633503
6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.9906,3.35,0.64,12.4,5.0,12.118309514508567,205.77696611971095,2.0168670262536477,51145.1313898178,10.165126837071648,0.10132008074693924,50.6972371011551,100.2779796903539
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,5.0,16.466484009848312,209.11582052434954,1.8753922594075692,49739.98491853469,9.970111442127552,0.10075906790388538,46.4900772001096,102.41812412532396
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,5.0,11.900384650857113,202.37077212943268,2.126638898648525,48656.589645207736,10.45467668340334,0.09855619362773428,50.34707028986264,96.37744878595163
5.4,0.46,0.15,2.1,0.026,29.0,130.0,0.98953,3.39,0.77,13.4,5.0,9.553233946953508,195.04126738488637,2.212221886494055,49791.49175525231,10.07584630711633,0.09940585784307757,53.73022944363443,100.47317420183239
6.9,0.36,0.35,8.6,0.038,37.0,125.0,0.9916,3.0,0.32,12.4,5.0,15.247218188934811,203.72565278179192,2.0721082029476525,48739.565483610175,9.579247104805896,0.10022377420106861,49.87296839994295,97.61002922942436
6.9,0.28,0.3,8.3,0.026,37.0,113.0,0.99139,2.99,0.38,12.3,5.0,14.57837753721679,205.83730524810713,1.9974643957362488,51106.75674355698,10.76157389487995,0.10025784779112318,52.283697657853835,100.22856003767615
5.2,0.155,0.33,1.6,0.028,13.0,59.0,0.98975,3.3,0.84,11.9,5.0,8.12587568031369,193.2031323257876,1.8773370145830384,49545.517207400255,9.633944904901124,0.10048785636368517,50.10544957239443,103.75071200551807
6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,5.0,16.391902766584856,205.75290569014743,2.094850277205907,49064.268406921925,10.66336801767897,0.10039153431440098,49.72006811163238,96.93431580932595
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,5.0,15.777556127831271,199.20542092754977,1.9804292268098598,47910.97127447936,9.798181091496808,0.1002585349945657,49.33282451811697,98.69248293888552
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,5.0,12.140805254108422,201.88263491949493,2.007192681223329,50263.67351923935,9.977297976435148,0.09945461498936263,51.915510939708035,102.54008528025565
7.9,0.28,0.41,2.0,0.044,50.0,152.0,0.9934,3.45,0.49,10.7,5.0,15.222778451344201,191.796245435358,2.1945193018397258,48306.919901595815,10.698887149168229,0.10053785582200134,50.272327535524326,101.12516512412239
5.4,0.53,0.16,2.7,0.036,34.0,128.0,0.98856,3.2,0.53,13.2,5.0,15.535071265521982,164.8620073187622,1.8535293561501291,48911.32467832895,9.554840507413854,0.10080966629178849,46.32299682180076,97.44734959362252
7.9,0.54,0.34,2.5,0.076,8.0,17.0,0.99235,3.2,0.72,13.1,5.0,15.46892832856704,177.71179149307466,2.119077948073319,50420.86242777824,9.71312761943978,0.09944548773960002,47.03140137419466,95.77053480792473
6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,5.0,14.229245766811925,176.1395249916752,1.9945696561351545,50299.0466285483,11.098471620407143,0.10093439095791953,50.392370123648185,101.37478442056926
7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.9925,3.43,0.5,10.7,5.0,15.134728560361484,165.009221635011,1.9712361494800417,49773.78949804072,9.816977254924335,0.09971563155220302,48.46598447540697,98.773978645289
5.5,0.15,0.32,14.0,0.031,16.0,99.0,0.99437,3.26,0.38,11.5,5.0,11.751378745927708,191.67333758710328,1.983408867053474,48704.03988110248,10.29088273281347,0.10005684091219838,51.22091699153663,101.05907588445756
8.2,0.22,0.36,6.8,0.034,12.0,90.0,0.9944,3.01,0.38,10.5,5.0,15.991968534731182,191.05025910702227,1.9409002906632147,50115.49123619836,9.16048329140223,0.10024232622853263,48.02036482961481,106.44570547393364
7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,5.0,19.84474120831601,200.08179447991532,2.079780809979527,51042.96119968135,10.258426684742442,0.1000692207840048,50.8546482072695,96.41190587415167
9.4,0.3,0.56,2.8,0.08,6.0,17.0,0.9964,3.15,0.92,11.7,5.0,12.535117319025858,231.31581761197,2.0655521356622977,48395.9281392438,9.619212204388024,0.10012446230320703,49.53139218763535,99.96551170554255
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,5.0,18.120741411786796,190.68124086987746,2.089187983049341,49164.03862435966,9.040422268452652,0.0986413911222442,49.73217605289743,100.84853664595387
6.7,0.23,0.31,2.1,0.046,30.0,96.0,0.9926,3.33,0.64,10.7,5.0,16.98557995769663,219.70230721441288,1.9919818705303542,49340.47577437767,9.864409859498053,0.0978884629201844,51.28725577792333,100.97437991952198
7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,5.0,18.175611363996012,218.90773160591792,2.0785898630022674,49591.47920199,9.408593337336361,0.10054629792229718,49.881272912139494,97.80708016594961
6.6,0.5,0.26,11.3,0.029,32.0,110.0,0.99302,3.27,0.78,12.9,5.0,10.689085483942252,208.57207916238946,1.970385997771453,51254.935766533476,10.157522512390361,0.09985889132551971,51.23088844096404,101.25297564032927
6.1,0.31,0.58,5.0,0.039,36.0,114.0,0.9909,3.3,0.6,12.3,5.0,11.705085774318833,181.53240277860033,2.0445002614071544,51316.79511557026,10.82120434895528,0.10193861080493177,51.40225035307538,101.67402147683157
6.6,0.23,0.3,4.6,0.06,29.0,154.0,0.99142,3.23,0.49,12.2,5.0,13.070212708797577,216.52442959230254,2.0513496426234252,49546.404632232014,10.037253892448998,0.09926558737913746,49.448385896050176,97.96216492642604
7.0,0.36,0.32,10.5,0.045,35.0,135.0,0.9935,3.09,0.33,11.6,5.0,17.559846646470685,232.8501347179244,2.1225771704292598,48646.91620856741,9.748615283389414,0.09994019702334071,48.062427814099856,102.44666700527463
6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,5.0,16.931438475579235,200.95518593218708,2.1093784709686583,49689.79759610333,10.919255385133274,0.09865888140910821,50.13195260340089,102.99603175049634
5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,3.36,0.33,12.8,5.0,18.012211521816013,184.34367884630018,1.9211211746158279,51195.43674117883,10.014035339399344,0.10190491690678326,52.05071370598155,98.42894569259606
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,5.0,12.533330035273542,190.64332356695803,1.761881044890547,51198.81130918405,10.477776044007614,0.10107806235063568,49.59553503994184,101.4935115919835
8.0,0.44,0.49,9.1,0.031,46.0,151.0,0.9926,3.16,0.27,12.7,5.0,14.889764733142398,195.14917537837644,1.8968688480574838,50715.9537073502,9.768938712298084,0.09933795602150888,51.78849096849266,100.1333269606755
7.0,0.36,0.32,10.05,0.045,37.0,131.0,0.99352,3.09,0.33,11.7,5.0,12.986712213644767,230.48739471044124,2.044165832600825,48490.89383247333,10.132011690615588,0.09978827045377257,51.332409441344566,99.81895217186872
6.9,0.12,0.36,2.2,0.037,18.0,111.0,0.9919,3.41,0.82,11.9,5.0,12.361261442033422,214.88502204076897,2.0428753224544276,50947.9808342027,10.134714995394773,0.09977625004296625,48.164827785976655,100.03294538799082
5.7,0.15,0.47,11.4,0.035,49.0,128.0,0.99456,3.03,0.34,10.5,5.0,13.740019321082904,176.9976545940048,1.8958262401163921,50518.45341076896,10.46433811673114,0.10051282505346118,54.79118862563865,101.53120430411575
6.2,0.37,0.24,6.1,0.032,19.0,86.0,0.98934,3.04,0.26,13.4,5.0,18.916422264151574,229.62662888606474,2.0999110077801686,50214.220215368376,10.423012579282327,0.09989694848270272,48.30964271617577,101.60786990336634
7.1,0.26,0.49,2.2,0.032,31.0,113.0,0.9903,3.37,0.42,12.9,5.0,13.50413438995007,196.6007285141476,1.9113409106076438,50119.53952501352,10.397956659872008,0.09844593802758399,54.556825124829075,97.74712929383494
7.0,0.12,0.29,10.3,0.039,41.0,98.0,0.99564,3.19,0.38,9.8,5.0,16.83225035826506,195.94092860992944,1.903094510516866,49100.84583979997,9.875357623742312,0.10079871315172244,51.52391444820034,99.67193177641197
6.5,0.26,0.31,3.6,0.03,36.0,92.0,0.99026,3.22,0.62,12.6,5.0,9.771777867410076,187.5099068130427,2.041938558133407,51194.88548645349,10.774052005404531,0.10022446858028715,46.832875863623855,99.27300508151691
7.0,0.53,0.43,6.1,0.029,6.0,76.0,0.99118,3.08,0.5,12.5,5.0,18.43275309787358,202.8173064158562,2.0255526452092463,50203.87920197549,9.596856712461308,0.10011415138775015,47.7153057002115,99.75303359059409
5.8,0.28,0.34,2.2,0.037,24.0,125.0,0.98986,3.36,0.33,12.8,5.0,12.812838744823996,187.73251590257746,2.1039498480577707,49336.887611760634,9.74938971376171,0.09913039377636856,49.19078014231403,99.80258814109341
6.2,0.22,0.49,6.0,0.029,31.0,128.0,0.9928,3.41,0.36,11.3,5.0,18.044475165558087,210.67863909698886,2.0407348138333337,51438.4284831671,10.018103515825693,0.09916391022248998,49.7608231438836,100.58054857059498
11.3,0.62,0.67,5.2,0.086,6.0,19.0,0.9988,3.22,0.69,13.4,5.0,10.381548941798414,196.66024773703307,2.0176853782046154,49149.30606370195,9.335990125597238,0.10019640640062166,49.395762780756144,100.0524465627419
5.2,0.24,0.45,3.8,0.027,21.0,128.0,0.992,3.55,0.49,11.2,5.0,18.027652801793597,188.23053554448467,1.9577751097525014,49238.625138016,9.816137693916088,0.10021723452972499,52.06103159759593,103.45963359596205
6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.99114,3.38,0.51,12.0,5.0,11.201564556171432,227.39793874823516,1.946541175624287,49167.69476534544,9.60836494827306,0.09982135931780917,53.07012037954577,102.47703720347391
7.5,0.42,0.34,4.3,0.04,34.0,108.0,0.99155,3.14,0.45,12.8,5.0,16.61164720617908,197.76481836750128,1.9596724633992675,48965.35287042254,9.125508631770055,0.10094756250343098,47.32004005423435,103.43215542496834
7.7,0.35,0.49,8.65,0.033,42.0,186.0,0.9931,3.14,0.38,12.4,5.0,15.037324296234239,213.15345628972244,2.0656266442104805,50362.93441608364,8.873094743869474,0.09876956406328732,49.32116500646612,100.13672051000955
7.3,0.41,0.29,1.8,0.032,26.0,74.0,0.98889,2.96,0.35,13.0,5.0,13.995774353448502,190.5357790359988,1.9640521748850233,49076.45268649313,10.0454467139796,0.09911314900616311,49.863647388815956,98.85942660229928
6.5,0.18,0.34,1.6,0.04,43.0,148.0,0.9912,3.32,0.59,11.5,5.0,20.79314224155287,206.60091501649944,1.998990434525642,50532.300128644914,10.046293099432026,0.09808182595944392,49.90866951874223,99.32542177777037
5.8,0.32,0.28,4.3,0.032,46.0,115.0,0.98946,3.16,0.57,13.0,5.0,15.128752846079157,230.22791571354796,1.9115634313855978,48868.35878034801,10.880720002793462,0.10006736560564874,55.65081802923991,99.18669316965487
6.6,0.16,0.32,1.4,0.035,49.0,186.0,0.9906,3.35,0.64,12.4,5.0,11.236507123150876,185.97399696479377,2.008016720209866,50231.00067934825,11.99025291472637,0.10045598625149049,49.28003047720828,99.49615104409715
6.5,0.43,0.31,3.6,0.046,19.0,143.0,0.99022,3.15,0.34,12.0,5.0,10.662052738949725,207.5593227315403,2.182678389109001,49674.80603797117,10.51625864538758,0.10035484846395586,48.81405983487194,98.67814038305593
